ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
20;53794;53796;Didymaeformia didyma;(Esper, 1778);Mélitée orangée;;ES;Nymphalidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;53811;53813;Cinclidia phoebe;(Denis & Schiffermüller, 1775);Mélitée des centaurées Grand damier;;ES;Nymphalidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;53817;53817;Melitaea cinxia;(Linnaeus, 1758);Mélitée du plantain;;ES;Nymphalidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;53821;53821;Melitaea diamina;(Lang, 1789);Mélitée noirâtre Damier noir;;ES;Nymphalidae;;;CR;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;219812;53827;Mellicta athalia;(Rottemburg, 1775);Mélitée du mélampyre;;ES;Nymphalidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;219810;53837;Mellicta parthenoides;(Keferstein, 1851);Mélitée des scabieuses;;ES;Nymphalidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;53856;53856;Euphydryas maturna;(Linnaeus, 1758);Damier du frêne;;ES;Nymphalidae;;;RE;;;2016;DD;VU;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;53865;53865;Euphydryas aurinia;(Rottemburg, 1775);Damier de la succise;;ES;Nymphalidae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;53878;53878;Argynnis paphia;(Linnaeus, 1758);Tabac d'Espagne;;ES;Nymphalidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219822;53895;Fabriciana niobe;(Linnaeus, 1758);Chiffre;;ES;Nymphalidae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
19;219821;53902;Fabriciana adippe;(Denis & Schiffermüller, 1775);Moyen nacré;;ES;Nymphalidae;;;CR*;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;53908;53908;Issoria lathonia;(Linnaeus, 1758);Petit nacré;;ES;Nymphalidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;53915;53915;Brenthis ino;(Rottemburg, 1775);Nacré de la sanguisorbe Nacré de la reine des prés;;ES;Nymphalidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;219817;53938;Clossiana selene;(Denis & Schiffermüller, 1775);Petit collier argenté;;ES;Nymphalidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219818;53942;Clossiana dia;(Linnaeus, 1767);Petite violette;;ES;Nymphalidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;53969;53969;Hamearis lucina;(Linnaeus, 1758);Lucine;;ES;Riodinidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;53973;53973;Lycaena phlaeas;(Linnaeus, 1761);Cuivré commun;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;53979;53979;Lycaena dispar;(Haworth, 1802);Cuivré des marais;;ES;Lycaenidae;;;NT;;;2016;LR/nt;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;219751;53985;Heodes tityrus;(Poda, 1761);Cuivré fuligineux;;ES;Lycaenidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;219753;54001;Paleochrysophanus hippothoe;(Linnaeus, 1761);Cuivré écarlate;;ES;Lycaenidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;54021;54021;Lampides boeticus;(Linnaeus, 1767);Azuré porte-queue;;ES;Lycaenidae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;54029;54029;Cupido minimus;(Fuessly, 1775);Argus frêle;;ES;Lycaenidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54052;54052;Celastrina argiolus;(Linnaeus, 1758);Azuré des nerpruns;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;54055;54055;Pseudophilotes baton;(Bergsträsser, 1779);Azuré du thym;;ES;Lycaenidae;;;CR;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;54075;54075;Glaucopsyche alexis;(Poda, 1761);Azuré des cytises Argus bleu-violet;;ES;Lycaenidae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;54080;54082;Maculinea alcon alcon;(Denis & Schiffermüller, 1775);Azuré des mouillères;;SSES;Lycaenidae;;;RE;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;54080;54083;Maculinea alcon rebeli;(Hirschke, 1904);Azuré de la croisette;;SSES;Lycaenidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;54085;54085;Maculinea arion;(Linnaeus, 1758);Azuré du serpolet;;ES;Lycaenidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;54105;54105;Plebejus argus;(Linnaeus, 1758);Azuré de l'Ajonc;;ES;Lycaenidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;54170;54170;Plebejus argyrognomon;(Bergsträsser, 1779);Azuré des coronilles;;ES;Lycaenidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;54213;54213;Cyaniris semiargus;(Rottemburg, 1775);Demi-argus Azuré des anthyllides;;ES;Lycaenidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54279;54279;Polyommatus icarus;(Rottemburg, 1775);Azuré de la bugrane Azuré commun;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54307;54307;Callophrys rubi;(Linnaeus, 1758);Thécla de la ronce;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54319;54319;Thecla betulae;(Linnaeus, 1758);Thécla du bouleau;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;54339;54339;Aporia crataegi;(Linnaeus, 1758);Gazé;;ES;Pieridae;;;CR;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54342;54342;Pieris brassicae;(Linnaeus, 1758);Piéride du chou;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;54362;54362;Pontia daplidice;(Linnaeus, 1758);Piéride du réséda;;ES;Pieridae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54376;54376;Leptidea sinapis;(Linnaeus, 1758);Piéride de la moutarde Piéride du lotier;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;54384;54384;Colias hyale;(Linnaeus, 1758);Soufré;;ES;Pieridae;;;DD;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54417;54417;Gonepteryx rhamni;(Linnaeus, 1758);Citron;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54451;54451;Anthocharis cardamines;(Linnaeus, 1758);Aurore;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54468;54468;Papilio machaon;Linnaeus, 1758;Machaon;;ES;Papilionidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;54475;54475;Iphiclides podalirius;(Linnaeus, 1758);Flambé;;ES;Papilionidae;;;DD;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;60038;60038;Sorex minutus;Linnaeus, 1766;Musaraigne pygmée;;ES;Soricidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;60062;60062;Sorex araneus;Linnaeus, 1758;Musaraigne carrelet;;ES;Soricidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60102;60102;Sorex coronatus;Millet, 1828;Musaraigne couronnée;;ES;Soricidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60127;60127;Neomys fodiens;(Pennant, 1771);Musaraigne aquatique;;ES;Soricidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;60176;60176;Crocidura leucodon;(Hermann, 1780);Musaraigne bicolore;;ES;Soricidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60205;60205;Crocidura russula;(Hermann, 1780);Musaraigne musette;;ES;Soricidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60249;60249;Talpa europaea;Linnaeus, 1758;Taupe d'Europe;;ES;Talpidae;;;LC;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
30;60295;60295;Rhinolophus ferrumequinum;(Schreber, 1774);Grand rhinolophe;;ES;Rhinolophidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
20;60313;60313;Rhinolophus hipposideros (sous-population vallée de l'Authie);(Borkhausen, 1797);Petit rhinolophe (sous-population vallée de l'Authie);;;;;;CR;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60313;60313;Rhinolophus hipposideros;(Borkhausen, 1797);Petit rhinolophe;;ES;Rhinolophidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
25;60345;60345;Barbastella barbastellus;(Schreber, 1774);Barbastelle d'Europe;;ES;Vespertilionidae;;;EN;;;2016;NT;VU;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60360;60360;Eptesicus serotinus;(Schreber, 1774);Sérotine commune;;ES;Vespertilionidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60383;60383;Myotis mystacinus;(Kuhl, 1817);Murin à moustaches;;ES;Vespertilionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60400;60400;Myotis emarginatus;(É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées;;ES;Vespertilionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60408;60408;Myotis nattereri;(Kuhl, 1817);Murin de Natterer;;ES;Vespertilionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
25;60418;60418;Myotis myotis;(Borkhausen, 1797);Grand murin;;ES;Vespertilionidae;;;EN;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
19;60447;60447;Myotis dasycneme;(Boie, 1825);Murin des marais;;ES;Vespertilionidae;;;CR*;;;2016;NT;VU;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60461;60461;Nyctalus leisleri;(Kuhl, 1817);Noctule de Leisler;;ES;Vespertilionidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
30;60468;60468;Nyctalus noctula;(Schreber, 1774);Noctule commune;;ES;Vespertilionidae;;;VU;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60479;60479;Pipistrellus pipistrellus;(Schreber, 1774);Pipistrelle commune;;ES;Vespertilionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;60489;60489;Pipistrellus pygmaeus;(Leach, 1825);Pipistrelle pygmée;;ES;Vespertilionidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60490;60490;Pipistrellus nathusii;(Keyserling & Blasius, 1839);Pipistrelle de Nathusius;;ES;Vespertilionidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60518;60518;Plecotus auritus;(Linnaeus, 1758);Oreillard roux;;ES;Vespertilionidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;60527;60527;Plecotus austriacus;(J. B. Fischer, 1829);Oreillard gris;;ES;Vespertilionidae;;;DD;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
15;60577;60577;Canis lupus;Linnaeus, 1758;Loup;;ES;Canidae;;;RE;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;60582;60582;Nyctereutes procyonoides;(Gray, 1834);Chien viverrin;;ES;Canidae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60585;60585;Vulpes vulpes;(Linnaeus, 1758);Renard roux;;ES;Canidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
15;60630;60630;Lutra lutra;(Linnaeus, 1758);Loutre d'Europe;;ES;Mustelidae;;;RE;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60636;60636;Meles meles;(Linnaeus, 1758);Blaireau d'Europe;;ES;Mustelidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60658;60658;Martes martes;(Linnaeus, 1758);Martre;;ES;Mustelidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60674;60674;Martes foina;(Erxleben, 1777);Fouine;;ES;Mustelidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;60686;60686;Mustela erminea;Linnaeus, 1758;Hermine;;ES;Mustelidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60716;60716;Mustela nivalis;Linnaeus, 1766;Belette;;ES;Mustelidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60731;60731;Mustela putorius;Linnaeus, 1758;Putois;;ES;Mustelidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;60822;60822;Procyon lotor;(Linnaeus, 1758);Raton laveur;;ES;Procyonidae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;60981;60981;Sus scrofa;Linnaeus, 1758;Sanglier;;ES;Suidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61000;61000;Cervus elaphus;Linnaeus, 1758;Cerf élaphe;;ES;Cervidae;;;LC;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;61028;61028;Dama dama;(Linnaeus, 1758);Daim;;ES;Cervidae;;;NA;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;199194;61115;Ovis musimon;(Pallas, 1811);Mouflon de Corse;;ES;Bovidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61153;61153;Sciurus vulgaris;Linnaeus, 1758;Écureuil roux;;ES;Sciuridae;;;LC;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;61204;61204;Tamias sibiricus;(Laxmann, 1769);Tamia de Sibérie;;ES;Sciuridae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
20;61212;61212;Castor fiber;Linnaeus, 1758;Castor;;ES;Castoridae;;;CR;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
25;61258;61258;Arvicola sapidus;Miller, 1908;Campagnol amphibie;;ES;Cricetidae;;;EN;;;2016;VU;VU;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;61260;61260;Arvicola terrestris;(Linnaeus, 1758);Campagnol terrestre aquatique;;ES;Cricetidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;61275;61275;Arvicola scherman;(Shaw, 1801);Campagnol de Scherman;;ES;Cricetidae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61290;61290;Clethrionomys glareolus;(Schreber, 1780);Campagnol roussâtre;;ES;Muridae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61357;61357;Microtus agrestis;(Linnaeus, 1761);Campagnol agreste;;ES;Cricetidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61379;61379;Microtus arvalis;(Pallas, 1778);Campagnol des champs;;ES;Cricetidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61425;61425;Microtus subterraneus;(de Sélys-Longchamps, 1836);Campagnol souterrain;;ES;Cricetidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;61448;61448;Ondatra zibethicus;(Linnaeus, 1766);Rat musqué;;ES;Cricetidae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61498;61498;Apodemus flavicollis;(Melchior, 1834);Mulot à collier roux;;ES;Muridae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61510;61510;Apodemus sylvaticus;(Linnaeus, 1758);Mulot sylvestre;;ES;Muridae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61543;61543;Micromys minutus;(Pallas, 1771);Rat des moissons;;ES;Muridae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61568;61568;Mus musculus;Linnaeus, 1758;Souris domestique;;ES;Muridae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;61585;61585;Rattus norvegicus;(Berkenhout, 1769);Rat surmulot;;ES;Muridae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;61587;61587;Rattus rattus;(Linnaeus, 1758);Rat noir;;ES;Muridae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61618;61618;Eliomys quercinus;(Linnaeus, 1766);Lérot;;ES;Gliridae;;;LC;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
35;61636;61636;Muscardinus avellanarius;(Linnaeus, 1758);Muscardin;;ES;Gliridae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
45;61648;61648;Glis glis;(Linnaeus, 1766);Loir gris;;ES;Gliridae;;;DD;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
55;61667;61667;Myocastor coypus;(Molina, 1782);Ragondin;;ES;Myocastoridae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61678;61675;Lepus capensis;auct.;Lièvre d'Europe;;ES;Leporidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;61714;61714;Oryctolagus cuniculus;(Linnaeus, 1758);Lapin de garenne;;ES;Leporidae;;;LC;;;2016;EN;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Mammifères
40;65080;65080;Calopteryx virgo;(Linnaeus, 1758);Caloptéryx vierge;;ES;Calopterygidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65101;65101;Pyrrhosoma nymphula;(Sulzer, 1776);Agrion au corps de feu;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65109;65109;Ischnura elegans;(Vander Linden, 1820);Agrion élégant;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65115;65115;Ischnura pumilio;(Charpentier, 1825);Agrion nain;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;645873;65123;Cercion lindenii;(Selys-Longchamps, 1840);Agrion à longs cercoïdes;;ES;Coenagrionidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65131;65131;Coenagrion scitulum;(Rambur, 1842);Agrion mignon;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;65133;65133;Coenagrion mercuriale;(Charpentier, 1840);Agrion de Mercure;;ES;Coenagrionidae;;;VU;;;2016;VU;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65141;65141;Coenagrion puella;(Linnaeus, 1758);Agrion jouvencelle;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;65145;65145;Coenagrion pulchellum;(Vander Linden, 1825);Agrion gracieux;;ES;Coenagrionidae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65155;65155;Enallagma cyathigerum;(Charpentier, 1840);Agrion porte coupe;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65161;65161;Erythromma najas;(Hansemann, 1823);Agrion à yeux rouges;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65165;65165;Erythromma viridulum;(Charpentier, 1840);Agrion vert;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65184;65184;Platycnemis pennipes;(Pallas, 1771);Agrion à larges pattes;;ES;Platycnemididae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;65192;65192;Sympecma fusca;(Vander Linden, 1820);Leste brun;;ES;Lestidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
